"","workerid","noun","nounclass","slide_number","predicate2","predicate1","class2","response","class1","language"
"1237",47,"desk","furniture",17,"hard","new","texture",0.5,"age","English"
"1238",47,"carrot","food",18,"wooden","good","material",0.97,"quality","English"
"1239",47,"couch","furniture",19,"old","good","age",0.75,"quality","English"
"1240",47,"chair","furniture",20,"green","round","color",0.95,"shape","English"
"1241",47,"TV","furniture",21,"huge","yellow","size",0.04,"color","English"
"1242",47,"couch","furniture",22,"good","old","quality",0.36,"age","English"
"1243",47,"tomato","food",23,"small","new","size",0.1,"age","English"
"1244",47,"couch","furniture",24,"short","bad","size",0.59,"quality","English"
"1245",47,"chair","furniture",25,"new","tiny","age",0.89,"size","English"
"1246",47,"fan","furniture",26,"long","yellow","size",0.05,"color","English"
"1247",47,"apple","food",27,"purple","soft","color",0.93,"texture","English"
"1248",47,"chair","furniture",28,"soft","good","texture",0.8,"quality","English"
"1249",48,"banana","food",3,"small","round","size",0.27,"shape","Vietnamese"
"1250",48,"TV","furniture",4,"round","tiny","shape",0.78,"size","Vietnamese"
"1251",48,"apple","food",5,"tiny","hard","size",0.85,"texture","Vietnamese"
"1252",48,"tomato","food",6,"square","short","shape",0.82,"size","Vietnamese"
"1253",48,"cheese","food",7,"old","big","age",0.88,"size","Vietnamese"
"1254",48,"fan","furniture",8,"soft","square","texture",0.88,"shape","Vietnamese"
"1255",48,"couch","furniture",9,"smooth","green","texture",0.15,"color","Vietnamese"
"1256",48,"couch","furniture",10,"blue","long","color",0.88,"size","Vietnamese"
"1257",48,"chair","furniture",11,"smooth","new","texture",0.9,"age","Vietnamese"
"1258",48,"chair","furniture",12,"plastic","square","material",0.26,"shape","Vietnamese"
"1259",48,"cheese","food",13,"soft","square","texture",0.23,"shape","Vietnamese"
"1260",48,"apple","food",14,"brown","hard","color",0.92,"texture","Vietnamese"
"1261",48,"tomato","food",15,"brown","soft","color",0.9,"texture","Vietnamese"
"1262",48,"couch","furniture",16,"metal","old","material",0.61,"age","Vietnamese"
"1263",48,"carrot","food",17,"wooden","big","material",0.78,"size","Vietnamese"
"1264",48,"TV","furniture",18,"new","huge","age",0.18,"size","Vietnamese"
"1265",48,"fan","furniture",19,"new","smooth","age",0.84,"texture","Vietnamese"
"1266",48,"fan","furniture",20,"soft","square","texture",0.17,"shape","Vietnamese"
"1267",48,"fan","furniture",21,"soft","rotten","texture",0.84,"age","Vietnamese"
"1268",48,"couch","furniture",22,"smooth","fresh","texture",0.8,"age","Vietnamese"
"1269",48,"carrot","food",23,"blue","rotten","color",0.83,"age","Vietnamese"
"1270",48,"cheese","food",24,"short","wooden","size",0.12,"material","Vietnamese"
"1271",48,"carrot","food",25,"metal","rotten","material",0.11,"age","Vietnamese"
"1272",48,"carrot","food",26,"yellow","square","color",0.8,"shape","Vietnamese"
"1273",48,"fan","furniture",27,"old","brown","age",0.83,"color","Vietnamese"
"1274",48,"apple","food",28,"plastic","soft","material",0.86,"texture","Vietnamese"
"1275",49,"TV","furniture",3,"bad","smooth","quality",1,"texture","Eng"
"1276",49,"TV","furniture",4,"old","tiny","age",1,"size","Eng"
"1277",49,"tomato","food",5,"wooden","yellow","material",1,"color","Eng"
"1278",49,"cheese","food",6,"big","green","size",0,"color","Eng"
"1279",49,"TV","furniture",7,"round","good","shape",1,"quality","Eng"
"1280",49,"chair","furniture",8,"huge","round","size",0.08,"shape","Eng"
"1281",49,"carrot","food",9,"blue","long","color",0.91,"size","Eng"
"1282",49,"desk","furniture",10,"green","new","color",0.98,"age","Eng"
"1283",49,"couch","furniture",11,"old","smooth","age",0.91,"texture","Eng"
"1284",49,"carrot","food",12,"huge","old","size",0.02,"age","Eng"
"1285",49,"chair","furniture",13,"huge","smooth","size",0.9,"texture","Eng"
"1286",49,"apple","food",14,"short","yellow","size",0.07,"color","Eng"
"1287",49,"chair","furniture",15,"soft","good","texture",0.98,"quality","Eng"
"1288",49,"banana","food",16,"blue","fresh","color",0.96,"age","Eng"
"1289",49,"fan","furniture",17,"rotten","huge","age",0.92,"size","Eng"
"1290",49,"cheese","food",18,"soft","square","texture",0.04,"shape","Eng"
"1291",49,"couch","furniture",19,"small","plastic","size",0.1,"material","Eng"
"1292",49,"cheese","food",20,"huge","yellow","size",0.04,"color","Eng"
"1293",49,"tomato","food",21,"good","smooth","quality",0.97,"texture","Eng"
"1294",49,"couch","furniture",22,"round","short","shape",0.94,"size","Eng"
"1295",49,"tomato","food",23,"square","soft","shape",0.91,"texture","Eng"
"1296",49,"cheese","food",24,"green","new","color",0.88,"age","Eng"
"1297",49,"chair","furniture",25,"wooden","purple","material",0.9,"color","Eng"
"1298",49,"apple","food",26,"good","metal","quality",0.09,"material","Eng"
"1299",49,"TV","furniture",27,"big","bad","size",0.01,"quality","Eng"
"1300",49,"cheese","food",28,"wooden","good","material",0.96,"quality","Eng"
